#DataThief C:\Users\Andy.DESKTOP-CFRG05F\OneDrive - California Institute of Technology\Documents\Research\Kornfield\EXPERIMENTS\Italy\data\datathief\20190724_1849_500kPa_p.PNG Wednesday 24-Jul-2019 7:30:38 PM
12529.2561, 1008.5685
12529.5899, 1006.3954
12529.9234, 1006.3945
12530.2565, 1008.5657
12530.5899, 1008.5648
12530.9234, 1008.5638
12531.2569, 1008.563
12531.5904, 1008.5621
12531.9239, 1008.5612
12532.2572, 1008.5603
12532.5908, 1008.5594
12532.9243, 1008.5585
12533.2577, 1008.5575
12533.5912, 1008.5567
12533.9247, 1008.5558
12534.2582, 1008.5549
12534.5916, 1008.554
12534.9251, 1008.5531
12535.2589, 1006.38
12535.2593, 1004.2079
12535.2596, 1002.0358
12535.2599, 999.8636
12535.2603, 997.6915
12535.2606, 995.5194
12535.261, 993.3472
12535.2612, 991.1751
12535.2616, 989.003
12535.262, 986.8308
12535.2623, 984.6587
12535.2627, 982.4866
12535.263, 980.3144
12535.2634, 978.1423
12535.2637, 975.9702
12535.264, 973.7981
12535.2644, 971.6259
12535.2647, 969.4538
12535.5985, 967.2808
12535.5989, 965.1086
12535.5992, 962.9365
12535.5996, 960.7644
12535.5998, 958.5922
12535.6002, 956.4201
12535.9341, 954.2471
12535.9344, 952.0749
12535.9346, 949.9028
12535.9351, 947.7307
12535.9354, 945.5585
12535.9358, 943.3864
12535.9361, 941.2143
12535.9365, 939.0421
12536.2703, 936.8691
12536.2706, 934.697
12536.271, 932.5248
12536.2713, 930.3527
12536.2716, 928.1806
12536.272, 926.0084
12536.2723, 923.8363
12536.2727, 921.6642
12536.6065, 919.491
12536.6068, 917.319
12536.6072, 915.1469
12536.6075, 912.9747
12536.6078, 910.8026
12536.6082, 908.6305
12536.942, 906.4574
12536.9423, 904.2852
12536.9426, 902.1132
12536.943, 899.9409
12536.9434, 897.7689
12536.9437, 895.5968
12537.2775, 893.4237
12537.2779, 891.2516
12537.2782, 889.0795
12537.2785, 886.9073
12537.2789, 884.7351
12537.2792, 882.5631
12537.613, 880.39
12537.6134, 878.2179
12537.6137, 876.0458
12537.6141, 873.8736
12537.6143, 871.7015
12537.6147, 869.5293
12537.6151, 867.3572
12537.6154, 865.1851
12537.9492, 863.0121
12537.9496, 860.8399
12537.9499, 858.6678
12537.9503, 856.4957
12537.9506, 854.3235
12537.951, 852.1514
12538.2848, 849.9784
12538.2851, 847.8062
12538.2854, 845.6341
12538.2858, 843.462
12538.2861, 841.2898
12538.2865, 839.1177
12538.6202, 836.9447
12538.6206, 834.7725
12538.621, 832.6004
12538.6213, 830.4283
12538.6217, 828.2562
12538.6219, 826.084
12538.9558, 823.911
12538.9562, 821.7388
12538.9565, 819.5667
12538.9567, 817.3946
12538.9572, 815.2225
12538.9575, 813.0503
12539.2913, 810.8773
12539.2917, 808.7052
12539.292, 806.533
12539.2924, 804.3609
12539.2927, 802.1888
12539.293, 800.0166
12539.6269, 797.8436
12539.6272, 795.6715
12539.6275, 793.4993
12539.6279, 791.3272
12539.6282, 789.1551
